"word","pos","hyphenation","ethymology","meaning"
"bomba","podstatné jméno","bom-ba","Přes německé Bombe a francouzské bombe z italského tvaru bomba, jenž vychází z latinského bombus („dunění, hukot, šum“), a to zase ze starořeckého βόμβος (bómbos) téhož významu, které je odvozeno ze zvuku samého.","1) zařízení naplněné trhavinou nebo jiným mechanismem, jehož účelem je způsobit výbuch 2)  nádoba na stlačené plyny 3) zdroj záření pro onkologická pracoviště 4) něco s]] účinkem 5)  senzace, úspěch, něco skvělého 6)  ostrá střela"
"bond","podstatné jméno","bond","Termín pochází z angličtiny, kde obecně znamená pouto, vazbu, svazek (cokoli co svazuje ), ve finančnickém smyslu pak závazek, v mezinárodním obchodu celní uzávěru (zboží vázané v celním skladu).","1)  dlužní úpis 2)  záruční listina poskytující celní záruku na nevyclené dovážené zboží"
"bonus","podstatné jméno","bo-nus","* Z latinského bonus — „dobrý“.","1) předmět přidávaný zdarma zakoupenému zboží za účelem přilákání zákazníků 2) sleva na pojistném udělovaná po období bez škodné události"
"bordel","podstatné jméno","bor-del","Do češtiny přešlo ze staré francouzštiny s významem „bouda z prken“, z germánského bordum – prkno.","1)  nevěstinec 2)  nepořádek"
"boule","podstatné jméno","bou-le","Z německého Beule a to z předpokládaného pragermánského *būlǭ. Srovnej s francouzským boule, starofríským būle, středonizozemským bule a středoanglickým büle.","1) malá dočasná vyvýšenina na těle, způsobená podkožním hematomem v důsledku nárazu 2) malá vyvýšenina v]] [[terénu"
"brambora","podstatné jméno","bram-bo-ra","Brambory byly do Čech přineseny pruskými vojáky za tzv. bramborové války o dědictví bavorské (1778 až 1779). Podle Antonína Frinty jde o sorabismus, přejímku z dolnolužické srbštiny. Ačkoliv dolnolužičtí Srbové sami užívají názvy kulka, knydel, knydla nebo knygla (a hornolužičtí běrna (z něm. Birne), nepl, nepla (z Erdäpfel) nebo kulka), Braniborsko označují dolnolužičtí Srbové změněnou formou Bramborska. Existují také dolnolužická příjmení Brambor, Brambora, Brambork. Přejímka tedy vznikla při styku českých venkovanů s dolnolužickými vojáky pojídajícími tento nový pokrm. Češi jej označili podle domnělého původu. Václav Machek odvozuje slovo brambory z bambol, rozšířenější je však tvar bambule, navíc lužickosrbský vliv může potvrdit i to, že pro Čechy, tehdy Prusy zaplavenou sousední zemi Lužice, je pojmenování brambor běžné, narozdíl od vzdálené Moravy.","1) lilek brambor, hlíznatá rostlina čeledi lilkovitých 2) hlíza lilku bramboru"
"brána","podstatné jméno","brá-na","Všeslovanské; souvisí se slovesem bránit.","1) architektonický prvek sloužící ke vstupu do objektu 2)  jakýkoli bod styku 3)  objekt, do kterého se má dopravit míč apod."
"branka","podstatné jméno","bran-ka","* zdrobnělina slova brána","1)  místo pro průchod plotem nebo zdí, opatřené dveřmi 2)  prostor vymezený tyčemi, kam se při hře má umístit míč či puk 3)  prostor vymezený tyčemi, kterým se má projet při slalomu 4) dopravení míče nebo puku do branky (2)"
"bratr","podstatné jméno","bra-tr","Ekvivalenty lze najít ve všech slovanských jazycích. Praslovanské *brat(r)ъ vychází z indoevropského *bhrā-ter- téhož významu. Část slova *-ter- nebo *-tēr-, která se vyskytuje ještě v *pətēr („otec“), *māter („matka“) a *dhug(h)əter („dcera“), podle Isačenka (filologický časopis Slavia, 22.58) vyjadřuje příslušnost k exogamní jednotce prvobytně matriarchálního rodu, toto vysvětlení je však současnou etymologií odmítnuto jako nevěcné a ideologicky apriorní. Nezvyklý český plurál bratří pak vychází z praslovanského kolektiva *bratrъja.","1) mužský sourozenec 2) oslovení nebo označení člena některých organizací 3) člen Jednoty bratrské, popřípadě církví pokračujících v]] tradici 4) příslušník stejného nebo příbuzného národa nebo skupiny národů"
"brífink","podstatné jméno","brí-fink","Z anglického briefing.","1) krátká tisková konference 2) krátká instruktáž před akcí"
"broskev","podstatné jméno","bro-s-kev","Staročeské břěskev je přejato z výrazu středověké latiny (prunus) pers(i)ca, vlastně tedy perská (švestka)' (srov. německé Pfirsich i mladší ruské персик téhož významu). V češtině se sblížilo s broskev 'zelí' z latinského brassica a potlačilo jeho původní význam, z forem břeskev/broskev se pak prosadila ta druhá.","1) ochmýřený dužnatý plod broskvoně velkou peckou uvnitř 2)  broskvoň"
"brousit","sloveso","brou-sit","Všeslovanské. - Polské brusić, ruské dialektové брусить - 'sbírat listí; blouznit aj.', srbochorvatské brúsiti. Praslovanské *brusiti, původně asi 'drhnout', nejspíš souvisí s litevským braũkti 'otírat' (indoevropský dvojtvar *brauḱ-/*brauk-). Příbuzné je i praslovanské *brъsati (ruské бросать, srovnej i litevské brùkti 'vrazit'). Jiné indoevropské souvislosti nejsou zřejmé. Srovnej brusle, brusinka.","1) odstraňovat povrchovou vrstvu pomocí drsného předmětu 2) nenápadně chodit poblíž předmětu zájmu"
"brundibár","podstatné jméno","brun-di-bár","Výraz pravděpodobně pochází z německého Brummbär, bručivý medvěd.","1)  čmelák, případně chrobák či ovád 2) mrzout, bručivý člověk"
"bruslařka","podstatné jméno","brus-lař-ka","Přechýlením substantiva bruslař pomocí přípony -ka.","1) žena, která bruslí 2)  rod ploštic"
"brva","podstatné jméno","br-va","Srovnej s ruským бровь (obočí).","1)  oční řasa 2) (biologie) organela buňky sloužící k]] smyslové ústrojí"
"brzo","příslovce","br-zo","Vyvinulo se z praslovanského b’rzyj — „rychlý“.","1) za krátký čas 2) časnou dobu"
"brzy","příslovce","br-zy","Vyvinulo se z praslovanského b’rzyj — „rychlý“.","1) za krátký čas 2) časnou dobu"
"Březnice","podstatné jméno","Břez-ni-ce","Název pochází od břízy.","1) město v]] [[okrese Příbram 2) název několika dalších míst"
"Břežany","podstatné jméno","Bře-ža-ny","Obec lidí žijících na břehu.","1) označení několika obcí České republice 2) část názvu několika obcí České republice"
"bubínek","podstatné jméno","bu-bí-nek","Zdrobnělina substantiva buben.","1)  buben 2) tenká membrána, jež odděluje zevní ucho od středního ucha přenáší zvuk ze vzduchu na kladívko 3) rotační zásobník revolveru na náboje"
"budiž","sloveso","bu-diž","Tvar imperativu slovesa být (považován za archaismus) ustrnul do podoby částice – doslova „ať je (tomu tak)“.","1)  třetí osoba jednotného čísla rozkazovacího způsobu slovesa být 2)  zesílený tvar druhé osoby jednotného čísla rozkazovacího způsobu slovesa být"
"budka","podstatné jméno","bud-ka","Zdrobnělina substantiva bouda prostřednictvím přípony -ka.","1)  malá bouda, jednoduchá malá stavba obvykle prken 2) malý, obvykle dřevěný úkryt pro zvířata nebo něco choulostivého 3)  hlava"
"bula","podstatné jméno","bu-la","Z latinského bulla — „bublina“, později „vypouklá pečeť; listina opatřená pečetí“.","1) olověná pečeť 2) středověké papežské nebo císařské písemnosti pečetěné olověnou bulou (1)"
"bulvár","podstatné jméno","bul-vár","Z francouzského boulevard („široká třída, promenáda postavená na místě bývalých hradeb“), které bylo přes starší tvary bouillevert a bolevercq přejato v polovině 19. století nejspíš přes německé Bollwerk („ochranná hradba proti nepřátelským střelám“), které lze rozkrýt jako Bohle („fošna“) a Werk („dílo, práce“), z středonizozemského bolwerc (, „dřevěná ohrada chránící území, především před záplavami“, Rejzek toto slovo uvádí jako bollwerc).","1) široká ulice ve velkoměstě se stromy po obou stranách 2) noviny a]] mnoha obrázky a]] články"
"bumážka","podstatné jméno","bu-máž-ka","Z ruského бумага (papír).","1)  bumága;  (zpravidla úřední) listina, dokument; 2) ruská bankovka"
"buňka","podstatné jméno","buň-ka","Ve významu „dutinka ve včelím plástu“ doloženo poprvé k roku 1831. Vzniklo jako zdrobnělina nářečního slova buně — „vypouklý, vydutý předmět, bublina, komůrka“, zřejmě vzniklého ze slov báň, baňka téhož významu, a to dialektickou změnou kořenového a na o a posléze u. Ve významu biologickém se rozšířilo a do spisovného jazyka přešlo ve 2. polovině 19. století (doloženo k r. 1861). Původně se tak (resp. odpovídajícím latinským cellula) označovaly jen rostlinné buňky (tvořící komůrky ohraničené pevnými stěnami z celulózy.","1)  základní stavební jednotka živých organismů mikroskopické velikosti 2) malá jednotka ve struktuře 3) malá a]] tajná skupina, která je součástí většího politického hnutí nebo organizace 4)  kapka, krůpěj 5)  bublina"
"buřt","podstatné jméno","buřt","Z německého Wurst.","1)  druh uzeniny ve tvaru krátkých silných válečků 2)   jedno; vyjadřuje mínění, že na něčem nezáleží 3)  tlustý člověk 4)  druh tlustší baterie, tzv. typ C]] [[a [[D]]"
"cajk","podstatné jméno","cajk","* Z německého Zeug.","1) pevná bavlněná látka 2)  věc, nástroj"
"celer","podstatné jméno","ce-ler","Z latinského cēlāre — skrý(va)t. Srovnej např. anglické conceal.","1)  dvouletá rostlina z]] čeledi miříkovitých 2)  bulva (příp. řapík) celeru [1] používaná přípravě pokrmů 3)  nať (příp. řapík či semena) celeru [1] používaná jako koření"
"cikáně","podstatné jméno","ci-ká-ně","Od slova cikán.","1) cikánské dítě 2)  dítě vůbec"
"církev","podstatné jméno","cír-kev","Pozdně praslovanské *cьrky, pravděpodobně přes gótské či pragermánské *kirikǭ, příp. starohornoněmecké kirihha, chirihha, z řeckého κυριακόν — (dům) Páně, Hospodinův, pánův odvozeného od starořeckého substantiva κύριος — pán. Srovnej např. ruské церковь, кирха, německé Kirche nebo anglické church","1) společenství křesťanů, zpravidla nějakou formou organizované 2) náboženská společnost mimo křesťanství, která se sama nazývá církví, a s]] souvisí"
"cirkus","podstatné jméno","cir-kus","* Z latinského circus - kruh, kolo, oběh. Srovnej cirkulovat, anglické circle, italské cerchio, francouzské cercle, cerceau apod.","1) kočovná společnost bavičů, zpravidla se cvičenými zvířaty 2) veřejné představení cirkusu (1) 3)  hlučná či okázalá scéna, hlavně na veřejnosti"
"císař","podstatné jméno","cí-sař","Z latinského caesar, které pochází z vlastního jména (doslova vlasatý, s bujnou kšticí), od něhož je odvozeno i německé Kaiser a ruské царь. Srovnej caesaries.","1) titul panovníka, nadřazeného králům 2)  císařský řez, operativní porod"
"cizák","podstatné jméno","ci-zák","Vytvořeno od adjektiva cizí přidáním přípony –ák.","1) (hanlivě) osoba vnímána jako cizí, odlišná, nepříslušející k vlastní národnosti nebo civilizaci 2) (hanlivě) osobnost vnímáná jako zástupce cizích mocností 3) (hanlivě) cizinec, člověk pocházející odjinud"
"coby","spojka","co-by","Spojením zájmena co a částice by. Ojedinělé spojení ""co by"" je v roce 1929 v Naší řeči hodnoceno jako stydlivě zakrytý ‚coček‘. Co by i coby je v roce 1929 hodnoceno jako divná lákající novota. První doklady výskytu slova coby jsou ze 30. let 20 století. V 60. letech byl ve výskytech z lexikálního archivu ÚJČ doplňkům nebo přístavkům připojovaným tímto výrazem přisuzován odstín určitého zlehčování, ironizování, mírného zesměšnění, pohrdání apod. a tento expresívní příznak byl hodnocen jako relativně konstantní, stálý, oproti neutrálním výrazům jako nebo jakožto.","1) přiřazuje souvisejícímu jménu postavení nebo roli, uvozuje substantivní doplněk nebo přístavek 2) vyjadřuje účel (v nářečí jihozápadního Vsetínska )"
"cukr","podstatné jméno","cu-kr","* Orientálního původu, prostřednictvím německého Zucker.","1) sladidlo cukrové řepy 2) organická látka vytvářená organismy jako zásoba energie"
"cukrovka","podstatné jméno","cu-k-rov-ka","Složením základu cukr a přípony -ovka.","1) rostlina pěstovaná pro získávání cukru bulev 2) nemoc spojená poruchou tvorby inzulínu nebo rezistencí němu"
"čabajka","podstatné jméno","ča-baj-ka","První význam podle původu uzeniny z maďarského města Békéscsaba. Druhý význam podle délky, temně červené barvy dopravního prostředku jezdícího v MHD a maďarské značky Ikarus.","1) původně maďarská papriková klobása vepřového masa s]] chutí 2)  dvoudílný autobus s]] [[kloubovým spojením"
"čabraka","podstatné jméno","ča-b-ra-ka","Z turečtiny.","1) pokrývka koně, která má zdobnou ochrannou funkci 2) prvek na hlavici sloupu"
